id,name,status,company_type,address,postcode,website,source
06899090,THE HOPE VALLEY RIDING CLUB LIMITED,active,private-limited-guarant-nsc,N/A,S8 8SA,https://find-and-update.company-information.service.gov.uk/company/06899090,Companies House
10750655,BRIGHTSIDE MUSIC CIC,active,private-limited-guarant-nsc,N/A,S6 2WN,https://find-and-update.company-information.service.gov.uk/company/10750655,Companies House
15257949,THE BLANKET FORT CLUB LTD,active,private-limited-guarant-nsc,N/A,S11 8XA,https://find-and-update.company-information.service.gov.uk/company/15257949,Companies House
07380240,PLUM PIE MEDIA LIMITED,active,private-limited-guarant-nsc,N/A,S35 4LY,https://find-and-update.company-information.service.gov.uk/company/07380240,Companies House
14927797,HN STORES LIMITED,active,private-limited-guarant-nsc,N/A,S9 1AW,https://find-and-update.company-information.service.gov.uk/company/14927797,Companies House
08637741,BREARLEY FORGE MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S1 2BX,https://find-and-update.company-information.service.gov.uk/company/08637741,Companies House
09042561,COMMUNITY ENERGY ASSOCIATION (ENGLAND) LIMITED,active,private-limited-guarant-nsc,N/A,S1 2BX,https://find-and-update.company-information.service.gov.uk/company/09042561,Companies House
07877203,SHEFFIELD STEEL ROLLER DERBY LIMITED,active,private-limited-guarant-nsc,N/A,S2 4DH,https://find-and-update.company-information.service.gov.uk/company/07877203,Companies House
14814904,FIGHT WITHIN CIC,active,private-limited-guarant-nsc,N/A,S8 0HE,https://find-and-update.company-information.service.gov.uk/company/14814904,Companies House
12468638,MISSION:ACTIVE C.I.C.,active,private-limited-guarant-nsc,N/A,S12 2TL,https://find-and-update.company-information.service.gov.uk/company/12468638,Companies House
02491094,HOLLOW MEADOWS MEWS LIMITED,active,private-limited-guarant-nsc,N/A,S6 6GJ,https://find-and-update.company-information.service.gov.uk/company/02491094,Companies House
10193163,HALLAMSHIRE APARTMENTS 1966 SOUTH RTM COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S10 4FL,https://find-and-update.company-information.service.gov.uk/company/10193163,Companies House
10193159,HALLAMSHIRE APARTMENTS 1966 EAST RTM COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S10 4FL,https://find-and-update.company-information.service.gov.uk/company/10193159,Companies House
12130229,ALLIANCE HOUSING SUPPORT LTD,active,private-limited-guarant-nsc,N/A,S3 7SP,https://find-and-update.company-information.service.gov.uk/company/12130229,Companies House
15755911,HUMAN FIRST ATHLETE TRANSITIONS C.I.C.,active,private-limited-guarant-nsc,N/A,S8 9HD,https://find-and-update.company-information.service.gov.uk/company/15755911,Companies House
06582489,BRITISH AMATEUR BOXING ASSOCIATION LIMITED,active,private-limited-guarant-nsc,N/A,S9 5DA,https://find-and-update.company-information.service.gov.uk/company/06582489,Companies House
09561370,THINKING SPACE FOR PHILOSOPHICAL DIALOGUE AND ENQUIRY C.I.C.,active,private-limited-guarant-nsc,N/A,S6 4LQ,https://find-and-update.company-information.service.gov.uk/company/09561370,Companies House
15754307,BSFA CIC,active,private-limited-guarant-nsc,N/A,S10 3AZ,https://find-and-update.company-information.service.gov.uk/company/15754307,Companies House
13496393,THE CAKE INITIATIVE LTD,active,private-limited-guarant-nsc,N/A,S35 0EZ,https://find-and-update.company-information.service.gov.uk/company/13496393,Companies House
11380321,NOMAD OPENING DOORS TRADING LTD,active,private-limited-guarant-nsc,N/A,S2 4SW,https://find-and-update.company-information.service.gov.uk/company/11380321,Companies House
13646338,SALE HILL CLOSE PROPERTY COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S8 0XF,https://find-and-update.company-information.service.gov.uk/company/13646338,Companies House
09626386,UTOPIA THEATRE LIMITED,active,private-limited-guarant-nsc,N/A,S1 1DA,https://find-and-update.company-information.service.gov.uk/company/09626386,Companies House
15001646,SHEAF SUPPORTED HOUSING LTD,active,private-limited-guarant-nsc,N/A,S5 7UA,https://find-and-update.company-information.service.gov.uk/company/15001646,Companies House
15500208,RAHMA REBUILD LTD,active,private-limited-guarant-nsc,N/A,S9 1WG,https://find-and-update.company-information.service.gov.uk/company/15500208,Companies House
15504388,AIRFLOW COOLING EOT LIMITED,active,private-limited-guarant-nsc,N/A,S3 9PP,https://find-and-update.company-information.service.gov.uk/company/15504388,Companies House
15526943,ELITES ACADEMY LTD,active,private-limited-guarant-nsc,N/A,S2 1WG,https://find-and-update.company-information.service.gov.uk/company/15526943,Companies House
15544369,PINK LEMONADE ROLLER DISCO C.I.C.,active,private-limited-guarant-nsc,N/A,S6 2AW,https://find-and-update.company-information.service.gov.uk/company/15544369,Companies House
05137984,ALL SAINTS SPORTS EDUCATIONAL AND RECREATIONAL COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S2 2RJ,https://find-and-update.company-information.service.gov.uk/company/05137984,Companies House
01593544,DIOCESE OF HALLAM TRUSTEE,active,private-limited-guarant-nsc,N/A,S9 3WU,https://find-and-update.company-information.service.gov.uk/company/01593544,Companies House
13382353,"ACADEMY OF SUSTAINABLE FINANCE, ACCOUNTING, ACCOUNTABILITY & GOVERNANCE (ASFAAG) CIC",active,private-limited-guarant-nsc,N/A,S5 7AZ,https://find-and-update.company-information.service.gov.uk/company/13382353,Companies House
14129002,PASH COMMUNITY CIC,active,private-limited-guarant-nsc,N/A,S14 1LF,https://find-and-update.company-information.service.gov.uk/company/14129002,Companies House
15480486,A&S GREASE MONKEYS LTD,active,private-limited-guarant-nsc,N/A,S5 0HE,https://find-and-update.company-information.service.gov.uk/company/15480486,Companies House
15669438,ROLL WITH ADVANTAGE LTD,active,private-limited-guarant-nsc,N/A,S10 1QQ,https://find-and-update.company-information.service.gov.uk/company/15669438,Companies House
14143038,ATTAWOON LTD,active,private-limited-guarant-nsc,N/A,S3 9LF,https://find-and-update.company-information.service.gov.uk/company/14143038,Companies House
09582697,FRIENDS' FIELD LTD,active,private-limited-guarant-nsc,N/A,S2 3ND,https://find-and-update.company-information.service.gov.uk/company/09582697,Companies House
13407268,HALLAM TOWERS MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S3 8DB,https://find-and-update.company-information.service.gov.uk/company/13407268,Companies House
11540315,NEW LIVING FAITH CHRISTIAN CENTRE LTD,active,private-limited-guarant-nsc,N/A,S8 8AT,https://find-and-update.company-information.service.gov.uk/company/11540315,Companies House
15597877,TIGERS COMMUNITY PROJECTS CIC,active,private-limited-guarant-nsc,N/A,S17 3AB,https://find-and-update.company-information.service.gov.uk/company/15597877,Companies House
15619097,WE CAN DRIVE CIC,active,private-limited-guarant-nsc,N/A,S1 4FW,https://find-and-update.company-information.service.gov.uk/company/15619097,Companies House
15734220,WRBCC CIC,active,private-limited-guarant-nsc,N/A,S8 0ZU,https://find-and-update.company-information.service.gov.uk/company/15734220,Companies House
06332350,DORE KIDS CLUB LIMITED,active,private-limited-guarant-nsc,N/A,S17 3QP,https://find-and-update.company-information.service.gov.uk/company/06332350,Companies House
04970810,CHURCH VIEW (PHASE 2 APARTMENTS) MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S8 7UJ,https://find-and-update.company-information.service.gov.uk/company/04970810,Companies House
02236179,WHIRLOW GRANGE LIMITED,active,private-limited-guarant-nsc,N/A,S11 9SY,https://find-and-update.company-information.service.gov.uk/company/02236179,Companies House
12121987,SHEFFIELD ALTERNATIVE PROVISION FOR EDUCATION LTD,active,private-limited-guarant-nsc,N/A,S9 4WG,https://find-and-update.company-information.service.gov.uk/company/12121987,Companies House
01746654,BROOMGROVE TRUST(THE),active,private-limited-guarant-nsc,N/A,S10 2LR,https://find-and-update.company-information.service.gov.uk/company/01746654,Companies House
07273599,LEARN TO RE-CREATE LIMITED,active,private-limited-guarant-nsc,N/A,S9 3QS,https://find-and-update.company-information.service.gov.uk/company/07273599,Companies House
00303523,WESTFIELD CONTRIBUTORY HEALTH SCHEME LIMITED,active,private-limited-guarant-nsc,N/A,S1 3FZ,https://find-and-update.company-information.service.gov.uk/company/00303523,Companies House
09976194,BLOOMSBURY INNOVATION GROUP COMMUNITY INTEREST COMPANY,active,private-limited-guarant-nsc,N/A,TN22 3RX,https://find-and-update.company-information.service.gov.uk/company/09976194,Companies House
12669288,TAPESTRY COMPLIANCE EOT LIMITED,active,private-limited-guarant-nsc,N/A,S1 2NU,https://find-and-update.company-information.service.gov.uk/company/12669288,Companies House
05154330,BROOM BUSINESS PARK MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S11 8FT,https://find-and-update.company-information.service.gov.uk/company/05154330,Companies House
14756302,AMARTI LMTD LIMITED,active,private-limited-guarant-nsc,N/A,S1 4FS,https://find-and-update.company-information.service.gov.uk/company/14756302,Companies House
14483726,RE-ACTION COLLECTIVE LTD,active,private-limited-guarant-nsc,N/A,S8 0GE,https://find-and-update.company-information.service.gov.uk/company/14483726,Companies House
12864047,SHEFFIELD AND DISTRICT FAIR PLAY LEAGUE LIMITED,active,private-limited-guarant-nsc,N/A,S26 6PB,https://find-and-update.company-information.service.gov.uk/company/12864047,Companies House
00196087,SHEFFIELD DIOCESAN BOARD OF FINANCE,active,private-limited-guarant-nsc,N/A,S65 1BL,https://find-and-update.company-information.service.gov.uk/company/00196087,Companies House
07186979,THE CHILDREN'S MEDIA CONFERENCE LIMITED,active,private-limited-guarant-nsc,N/A,S1 4BY,https://find-and-update.company-information.service.gov.uk/company/07186979,Companies House
06922344,LOXLEY VALLEY COMMUNITY FARM LTD,active,private-limited-guarant-nsc,N/A,S6 6RR,https://find-and-update.company-information.service.gov.uk/company/06922344,Companies House
15778244,BROOK LANE CHAPEL MANAGEMENT LIMITED,active,private-limited-guarant-nsc,N/A,S10 2GB,https://find-and-update.company-information.service.gov.uk/company/15778244,Companies House
14181713,BETTER TODAY CIC,active,private-limited-guarant-nsc,N/A,S26 6QS,https://find-and-update.company-information.service.gov.uk/company/14181713,Companies House
10235484,LESPRITDELESCALIER LIMITED,active,private-limited-guarant-nsc,N/A,S11 9PA,https://find-and-update.company-information.service.gov.uk/company/10235484,Companies House
12331767,SWEEPFORWARD CLEANING SERVICES LTD,active,private-limited-guarant-nsc,N/A,S4 7JY,https://find-and-update.company-information.service.gov.uk/company/12331767,Companies House
09073392,THE CO-WORKING CO-OPERATIVE CIC,active,private-limited-guarant-nsc,N/A,S1 2JP,https://find-and-update.company-information.service.gov.uk/company/09073392,Companies House
15653988,HOPE ASSET MANAGEMENT CIC,active,private-limited-guarant-nsc,N/A,S2 4ER,https://find-and-update.company-information.service.gov.uk/company/15653988,Companies House
15605922,MIKE LAWRENCE CIC,active,private-limited-guarant-nsc,N/A,S10 5BY,https://find-and-update.company-information.service.gov.uk/company/15605922,Companies House
15610885,HEADSPACE ARTS LTD,active,private-limited-guarant-nsc,N/A,S13 9DS,https://find-and-update.company-information.service.gov.uk/company/15610885,Companies House
06365086,33 ST MARGARETS ROAD (FREEHOLD) COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S11 9HN,https://find-and-update.company-information.service.gov.uk/company/06365086,Companies House
06260309,ACTIVITIES 4 CHILDREN (SHEFFIELD) LIMITED,active,private-limited-guarant-nsc,N/A,S12 3LG,https://find-and-update.company-information.service.gov.uk/company/06260309,Companies House
00009844,THE SHEFFIELD AND DISTRICT LAW SOCIETY LTD,active,private-limited-guarant-nsc,N/A,S1 2EF,https://find-and-update.company-information.service.gov.uk/company/00009844,Companies House
09749971,AVENUES TO ZERO CIC,active,private-limited-guarant-nsc,N/A,S11 8YZ,https://find-and-update.company-information.service.gov.uk/company/09749971,Companies House
13389875,ANI AFTER SCHOOL CLUB LTD,active,private-limited-guarant-nsc,N/A,S3 7UE,https://find-and-update.company-information.service.gov.uk/company/13389875,Companies House
02158411,MOORSIDE (SHEFFIELD) MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S10 3RA,https://find-and-update.company-information.service.gov.uk/company/02158411,Companies House
02452636,S.A.D.A.C.C.A. LIMITED,active,private-limited-guarant-nsc,N/A,S3 8JB,https://find-and-update.company-information.service.gov.uk/company/02452636,Companies House
13553867,LEVANTE GROUP LTD,active,private-limited-guarant-nsc,N/A,S6 3FX,https://find-and-update.company-information.service.gov.uk/company/13553867,Companies House
09166780,HUMAN SECURITY CENTRE LIMITED,active,private-limited-guarant-nsc,N/A,W8 7NQ,https://find-and-update.company-information.service.gov.uk/company/09166780,Companies House
03784514,BROCCO LIMITED,active,private-limited-guarant-nsc,N/A,S8 7UJ,https://find-and-update.company-information.service.gov.uk/company/03784514,Companies House
14495701,WARREN RISE MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S35 2XH,https://find-and-update.company-information.service.gov.uk/company/14495701,Companies House
04951437,TODWICK EARLY YEARS LIMITED,active,private-limited-guarant-nsc,N/A,S26 1HJ,https://find-and-update.company-information.service.gov.uk/company/04951437,Companies House
08115010,FIVE RIVERS COHOUSING COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S6 4DH,https://find-and-update.company-information.service.gov.uk/company/08115010,Companies House
14108181,KIDS PLANT TREES LTD,active,private-limited-guarant-nsc,N/A,S6 6DX,https://find-and-update.company-information.service.gov.uk/company/14108181,Companies House
14326357,NEW WAVE SKATE UK CIC,active,private-limited-guarant-nsc,N/A,S4 7AZ,https://find-and-update.company-information.service.gov.uk/company/14326357,Companies House
00497331,SHEFFIELD & HALLAMSHIRE MOTOR CLUB LIMITED,active,private-limited-guarant-nsc,N/A,S18 8PN,https://find-and-update.company-information.service.gov.uk/company/00497331,Companies House
11360361,OSMIS MENTORING & INCLUSION SERVICES CIC,active,private-limited-guarant-nsc,N/A,S9 3TY,https://find-and-update.company-information.service.gov.uk/company/11360361,Companies House
12141976,MAKE IT WORK GLOBAL UK LTD,active,private-limited-guarant-nsc,N/A,S2 2AQ,https://find-and-update.company-information.service.gov.uk/company/12141976,Companies House
13428677,B MARTIN PERSONAL PENSION SCHEME LIMITED LIMITED,active,private-limited-guarant-nsc,N/A,S12 4YE,https://find-and-update.company-information.service.gov.uk/company/13428677,Companies House
06506027,SHINE HEALTH ACADEMY LIMITED,active,private-limited-guarant-nsc,N/A,S2 1FF,https://find-and-update.company-information.service.gov.uk/company/06506027,Companies House
06256854,NORTON COURT FREEHOLD LIMITED,active,private-limited-guarant-nsc,N/A,S8 8RH,https://find-and-update.company-information.service.gov.uk/company/06256854,Companies House
15793363,EMBS EOT LIMITED,active,private-limited-guarant-nsc,N/A,S11 8FT,https://find-and-update.company-information.service.gov.uk/company/15793363,Companies House
01998118,WESTBOURNE COURT MANAGEMENT COMPANY LIMITED(THE),active,private-limited-guarant-nsc,N/A,S10 2QT,https://find-and-update.company-information.service.gov.uk/company/01998118,Companies House
00374375,SHEFFIELD AND DISTRICT ASSOCIATION OF UNITARIAN AND FREE CHRISTIAN CHURCHES (INCORPORATED) (THE),active,private-limited-guarant-nsc,N/A,S17 3PQ,https://find-and-update.company-information.service.gov.uk/company/00374375,Companies House
04236669,SHEFFIELD AND HALLAMSHIRE COUNTY FOOTBALL ASSOCIATION LIMITED,active,private-limited-guarant-nsc,N/A,S9 1BN,https://find-and-update.company-information.service.gov.uk/company/04236669,Companies House
15813472,LABLOGIC EOT LIMITED,active,private-limited-guarant-nsc,N/A,S9 1XH,https://find-and-update.company-information.service.gov.uk/company/15813472,Companies House
02159510,MANOR TRAINING AND RESOURCE CENTRE LIMITED,active,private-limited-guarant-nsc,N/A,S2 1FF,https://find-and-update.company-information.service.gov.uk/company/02159510,Companies House
10805776,LANDSHIPS COMMUNITY INTEREST COMPANY,active,private-limited-guarant-nsc,N/A,S20 7LT,https://find-and-update.company-information.service.gov.uk/company/10805776,Companies House
12064440,FLOWER125HEALTH CIC,active,private-limited-guarant-nsc,N/A,S7 1SD,https://find-and-update.company-information.service.gov.uk/company/12064440,Companies House
09103078,ABBEYFIELD GRANGE SUPPORTED LIVING LTD,active,private-limited-guarant-nsc,N/A,S3 9DH,https://find-and-update.company-information.service.gov.uk/company/09103078,Companies House
13223673,SHEFFIELD CARE ASSOCIATION LTD,active,private-limited-guarant-nsc,N/A,S11 8YZ,https://find-and-update.company-information.service.gov.uk/company/13223673,Companies House
15810108,VEROV 1983 LIMITED,active,private-limited-guarant-nsc,N/A,S6 2WB,https://find-and-update.company-information.service.gov.uk/company/15810108,Companies House
06972661,LODGE MOOR APARTMENTS RTM COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,S11 8YZ,https://find-and-update.company-information.service.gov.uk/company/06972661,Companies House
14451976,OUR RIGHT LTD,active,private-limited-guarant-nsc,N/A,S3 9BB,https://find-and-update.company-information.service.gov.uk/company/14451976,Companies House
10836223,QED TRANSFUSION LIMITED,active,private-limited-guarant-nsc,N/A,S2 4ER,https://find-and-update.company-information.service.gov.uk/company/10836223,Companies House
14236245,MONDO RADIO LTD,active,private-limited-guarant-nsc,N/A,S3 8BX,https://find-and-update.company-information.service.gov.uk/company/14236245,Companies House
10594466,5 K BROADCASTING LTD,active,private-limited-guarant-nsc,N/A,LS17 5DY,https://find-and-update.company-information.service.gov.uk/company/10594466,Companies House
01881404,OSBOURNE COURT RESIDENTS ASSOCIATION (BRAMLEY) LIMITED,active,private-limited-guarant-nsc,N/A,LS13 4BN,https://find-and-update.company-information.service.gov.uk/company/01881404,Companies House
04507215,BARWICK ROAD (MANAGEMENT COMPANY) LIMITED,active,private-limited-guarant-nsc,N/A,LS1 4EH,https://find-and-update.company-information.service.gov.uk/company/04507215,Companies House
14403808,NORTHERN LIGHTS HOCKEY CLUB LTD,active,private-limited-guarant-nsc,N/A,LS27 7RS,https://find-and-update.company-information.service.gov.uk/company/14403808,Companies House
15712024,BD ACTIVE CIC,active,private-limited-guarant-nsc,N/A,BD2 3AZ,https://find-and-update.company-information.service.gov.uk/company/15712024,Companies House
13577826,SPEAK CARBON COLLECTIVE CIC,active,private-limited-guarant-nsc,N/A,LS2 7HZ,https://find-and-update.company-information.service.gov.uk/company/13577826,Companies House
07228121,LINK UNIVERSAL LIMITED,active,private-limited-guarant-nsc,N/A,LS17 7NZ,https://find-and-update.company-information.service.gov.uk/company/07228121,Companies House
12045958,"SUDANESE DAJU COMMUNITY, CIC",active,private-limited-guarant-nsc,N/A,LS9 9LN,https://find-and-update.company-information.service.gov.uk/company/12045958,Companies House
00316379,NATIONAL FEDERATION OF FISH FRIERS LIMITED(THE),active,private-limited-guarant-nsc,N/A,LS6 4LQ,https://find-and-update.company-information.service.gov.uk/company/00316379,Companies House
11273874,THE HAWTHORNS MANAGEMENT COMPANY (LEEDS) LIMITED,active,private-limited-guarant-nsc,N/A,LS7 4LY,https://find-and-update.company-information.service.gov.uk/company/11273874,Companies House
13325715,DERRY HILL MENSTON MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS18 4QF,https://find-and-update.company-information.service.gov.uk/company/13325715,Companies House
12016851,BROOKFIELD GARTH HAMPSTHWAITE MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS18 4QF,https://find-and-update.company-information.service.gov.uk/company/12016851,Companies House
07252221,LEEP1 CIC,active,private-limited-guarant-nsc,N/A,LS7 1AB,https://find-and-update.company-information.service.gov.uk/company/07252221,Companies House
11537277,IGBO PROGRESSIVE COMMUNITY CIC,active,private-limited-guarant-nsc,N/A,LS14 6TW,https://find-and-update.company-information.service.gov.uk/company/11537277,Companies House
04765440,ACCESS MOVING IMAGE LIMITED,active,private-limited-guarant-nsc,N/A,LS8 4BA,https://find-and-update.company-information.service.gov.uk/company/04765440,Companies House
15737453,WHITEROSE WA LIMITED,active,private-limited-guarant-nsc,N/A,LS6 1LJ,https://find-and-update.company-information.service.gov.uk/company/15737453,Companies House
14115273,THE ONE TOUCH SWITCHING COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS1 2JG,https://find-and-update.company-information.service.gov.uk/company/14115273,Companies House
08713540,THE HUNSLET CLUB COMMUNITY HOMES CIC,active,private-limited-guarant-nsc,N/A,LS10 1BP,https://find-and-update.company-information.service.gov.uk/company/08713540,Companies House
06854608,VILLAGE VIEWS MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS1 2ND,https://find-and-update.company-information.service.gov.uk/company/06854608,Companies House
09626396,CHILDSSIDE CIC,active,private-limited-guarant-nsc,N/A,LS16 6HH,https://find-and-update.company-information.service.gov.uk/company/09626396,Companies House
04553817,TIME SQUARE (HEADINGLEY LEEDS) MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS18 4JR,https://find-and-update.company-information.service.gov.uk/company/04553817,Companies House
00083885,YORKSHIRE CONGREGATIONAL UNION (INCORPORATED) (THE),active,private-limited-guarant-nsc,N/A,LS27 9EP,https://find-and-update.company-information.service.gov.uk/company/00083885,Companies House
14341229,MITHI TRUST LTD,active,private-limited-guarant-nsc,N/A,LS11 6LZ,https://find-and-update.company-information.service.gov.uk/company/14341229,Companies House
13417950,THE PEOPLES ORGANISATION CIC,active,private-limited-guarant-nsc,N/A,LS11 6JB,https://find-and-update.company-information.service.gov.uk/company/13417950,Companies House
06661765,ESHALD MANSIONS (MANAGEMENT COMPANY) LIMITED,active,private-limited-guarant-nsc,N/A,LS26 8LJ,https://find-and-update.company-information.service.gov.uk/company/06661765,Companies House
10876431,LEEDS POLISH SATURDAY SCHOOL CIC,active,private-limited-guarant-nsc,N/A,LS16 7BZ,https://find-and-update.company-information.service.gov.uk/company/10876431,Companies House
09063015,LEEDS BID LIMITED,active,private-limited-guarant-nsc,N/A,LS1 6BG,https://find-and-update.company-information.service.gov.uk/company/09063015,Companies House
14336318,ELMFIELD COURT RTM COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS14 1PQ,https://find-and-update.company-information.service.gov.uk/company/14336318,Companies House
14322521,PEARLS COMMUNITY HOMES CIC,active,private-limited-guarant-nsc,N/A,LS4 2PU,https://find-and-update.company-information.service.gov.uk/company/14322521,Companies House
09868867,THE RESIDENCE (YORK) MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS14 1PQ,https://find-and-update.company-information.service.gov.uk/company/09868867,Companies House
14029221,GLOBAL REFUGEE LED NETWORK CIC,active,private-limited-guarant-nsc,N/A,LS12 3HB,https://find-and-update.company-information.service.gov.uk/company/14029221,Companies House
14020681,ECO CONSTRUCTION SERVICES LTD,active,private-limited-guarant-nsc,N/A,LS14 1EU,https://find-and-update.company-information.service.gov.uk/company/14020681,Companies House
15509571,ADHD#SHARP LTD,active,private-limited-guarant-nsc,N/A,LS12 2JE,https://find-and-update.company-information.service.gov.uk/company/15509571,Companies House
15530575,WALKIE DOGS LTD,active,private-limited-guarant-nsc,N/A,LS7 2NG,https://find-and-update.company-information.service.gov.uk/company/15530575,Companies House
15531063,UNITED FRIENDS CRICKET CLUB LTD,active,private-limited-guarant-nsc,N/A,LS17 8XR,https://find-and-update.company-information.service.gov.uk/company/15531063,Companies House
15539692,SVK CONSTRUCTION LTD,active,private-limited-guarant-nsc,N/A,LS9 6AY,https://find-and-update.company-information.service.gov.uk/company/15539692,Companies House
06675656,FIELD VIEW MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS17 8RE,https://find-and-update.company-information.service.gov.uk/company/06675656,Companies House
10771861,EAGLE BIZNET UK C.I.C.,active,private-limited-guarant-nsc,N/A,LS11 7DF,https://find-and-update.company-information.service.gov.uk/company/10771861,Companies House
05122702,LABRADOR QUAY SALFORD (BLOCK 15/45) MANAGEMENT CO LIMITED,active,private-limited-guarant-nsc,N/A,LS18 4QD,https://find-and-update.company-information.service.gov.uk/company/05122702,Companies House
13224774,BLUESMITH EOT LIMITED,active,private-limited-guarant-nsc,N/A,LS11 8LZ,https://find-and-update.company-information.service.gov.uk/company/13224774,Companies House
13062577,NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,active,private-limited-guarant-nsc,N/A,LS12 2QG,https://find-and-update.company-information.service.gov.uk/company/13062577,Companies House
11358484,OAKLANDS HEATH MANAGEMENT COMPANY LIMITED,active,private-limited-guarant-nsc,N/A,LS15 9JN,https://find-and-update.company-information.service.gov.uk/company/11358484,Companies House
15429583,CONSTRUCTIVE FUTURES CIC,active,private-limited-guarant-nsc,N/A,LS25 1AF,https://find-and-update.company-information.service.gov.uk/company/15429583,Companies House
15442486,MOMENTS LOGISTICS LTD,active,private-limited-guarant-nsc,N/A,LS11 7AR,https://find-and-update.company-information.service.gov.uk/company/15442486,Companies House
15451865,VINCENT JUNIOR LTD,active,private-limited-guarant-nsc,N/A,LS9 7UF,https://find-and-update.company-information.service.gov.uk/company/15451865,Companies House
15453443,MASTER’S TRANSPORT LTD,active,private-limited-guarant-nsc,N/A,LS11 7JA,https://find-and-update.company-information.service.gov.uk/company/15453443,Companies House
15488506,HOPE INN GROUP CIC,active,private-limited-guarant-nsc,N/A,LS15 7DG,https://find-and-update.company-information.service.gov.uk/company/15488506,Companies House
15495964,GLOBAL CLEANING LTD,active,private-limited-guarant-nsc,N/A,LS9 6DS,https://find-and-update.company-information.service.gov.uk/company/15495964,Companies House
15650506,PHOENIX SQUAD C.I.C.,active,private-limited-guarant-nsc,N/A,LS13 4HF,https://find-and-update.company-information.service.gov.uk/company/15650506,Companies House
15657647,HELLOHOPEUK CIC,active,private-limited-guarant-nsc,N/A,LS2 3AA,https://find-and-update.company-information.service.gov.uk/company/15657647,Companies House
15667796,DEFENDWISE LTD,active,private-limited-guarant-nsc,N/A,LS9 7DJ,https://find-and-update.company-information.service.gov.uk/company/15667796,Companies House
00181581,YORKSHIRE BAPTIST ASSOCIATION (INCORPORATED) (THE),active,private-limited-guarant-nsc,N/A,LS1 2EX,https://find-and-update.company-information.service.gov.uk/company/00181581,Companies House
14314020,FUTUREPROOF FULL STOP LTD,active,private-limited-guarant-nsc,N/A,LS1 3BR,https://find-and-update.company-information.service.gov.uk/company/14314020,Companies House
15577266,KEADAE CIC,active,private-limited-guarant-nsc,N/A,LS16 8GW,https://find-and-update.company-information.service.gov.uk/company/15577266,Companies House
15581730,SEA EYES INTERNATIONAL LTD,active,private-limited-guarant-nsc,N/A,BB9 8ES,https://find-and-update.company-information.service.gov.uk/company/15581730,Companies House
15591012,COMMUNITY AMBITION CIC,active,private-limited-guarant-nsc,N/A,LS10 1AE,https://find-and-update.company-information.service.gov.uk/company/15591012,Companies House
11995967,IMPACT MINDS LIMITED,active,private-limited-guarant-nsc,N/A,LS25 1AF,https://find-and-update.company-information.service.gov.uk/company/11995967,Companies House
13938016,CALOMAX TRUSTEE LIMITED,active,private-limited-guarant-nsc,N/A,LS9 7DD,https://find-and-update.company-information.service.gov.uk/company/13938016,Companies House
11410111,MAXIMUM IMPACT SERVICES LTD,active,private-limited-guarant-nsc,N/A,LS14 5NJ,https://find-and-update.company-information.service.gov.uk/company/11410111,Companies House
14868791,HORSFORTH TOWN TEAM C.I.C.,active,private-limited-guarant-nsc,N/A,LS18 6BH,https://find-and-update.company-information.service.gov.uk/company/14868791,Companies House
01692928,PAVILION(THE),active,private-limited-guarant-nsc,N/A,LS1 6NU,https://find-and-update.company-information.service.gov.uk/company/01692928,Companies House
07785479,IXLEEDS LIMITED,active,private-limited-guarant-nsc,N/A,LS10 1JQ,https://find-and-update.company-information.service.gov.uk/company/07785479,Companies House
04803518,ASPECT 14 MANAGEMENT LIMITED,active,private-limited-guarant-nsc,N/A,LS2 8WG,https://find-and-update.company-information.service.gov.uk/company/04803518,Companies House
05840870,THE EASTERBROOK TRUST LIMITED,active,private-limited-guarant-nsc,N/A,LS15 8BA,https://find-and-update.company-information.service.gov.uk/company/05840870,Companies House
10860916,CORRIDOR8 LTD.,active,private-limited-guarant-nsc,N/A,LS5 3AG,https://find-and-update.company-information.service.gov.uk/company/10860916,Companies House
